english,japanese,POS,phrase,unit,part,page,status,level,grade,textbook
flute,フルート,名,"You can try the trumpet, the flute and the clarinet.",Program 0,Get Ready,14,,JHS,1,Sunshine English Course 1
know,知る，知っている，わかる,動,Do you know SLAM DUNK?,Program 0,Get Ready,14,,JHS,1,Sunshine English Course 1
pool,プール,名,"We use the city pool in spring, fall, and winter.",Program 0,Get Ready,14,,JHS,1,Sunshine English Course 1
shoot,〜（ボール）をシュートする,動,"You run, dribble and shoot the ball.",Program 0,Get Ready,14,,JHS,1,Sunshine English Course 1
SLAM DUNK,スラムダンク（マンガのタイトル）,名,Do you know SLAM DUNK?,Program 0,Get Ready,14,,JHS,1,Sunshine English Course 1
together,いっしょに,副,Let's speak English together.,Program 0,Get Ready,14,,JHS,1,Sunshine English Course 1
too,〜もまた,副,You can play games too.,Program 0,Get Ready,14,,JHS,1,Sunshine English Course 1
trumpet,トランペット,名,"You can try the trumpet, the flute and the clarinet.",Program 0,Get Ready,14,,JHS,1,Sunshine English Course 1
use,使う,動,"We use the city pool in spring, fall, and winter.",Program 0,Get Ready,14,,JHS,1,Sunshine English Course 1
ant,アリ,名,,Program 0,Get Ready,16,,JHS,1,Sunshine English Course 1
apron,エプロン,名,,Program 0,Get Ready,16,,JHS,1,Sunshine English Course 1
clock,時計（置時計や壁掛け時計など）,名,It's a tall clock tower.,Program 0,Get Ready,16,,JHS,1,Sunshine English Course 1
helmet,ヘルメット,名,,Program 0,Get Ready,16,,JHS,1,Sunshine English Course 1
idol,アイドル,名,I like idols.,Program 0,Get Ready,16,,JHS,1,Sunshine English Course 1
jacket,ジャケット，上着,名,,Program 0,Get Ready,16,,JHS,1,Sunshine English Course 1
kettle,やかん,名,,Program 0,Get Ready,16,,JHS,1,Sunshine English Course 1
OK,元気で，はい,副,OK.,Program 0,Get Ready,16,,JHS,1,Sunshine English Course 1
question,質問,名,"Emily, I have a question for you.",Program 0,Get Ready,16,,JHS,1,Sunshine English Course 1
roof,屋根,名,"Besides, if it had a roof, we could enjoy many events even on rainy days.",Program 0,Get Ready,16,,JHS,1,Sunshine English Course 1
elevator,エレベーター,名,,Program 0,Get Ready,17,,JHS,1,Sunshine English Course 1
eraser,消しゴム,名,Is this your eraser?,Program 0,Get Ready,17,,JHS,1,Sunshine English Course 1
goal,ゴール,名,"They used peach baskets as goals, so they named the sport basketball.",Program 0,Get Ready,17,,JHS,1,Sunshine English Course 1
net,（テニス・バドミントンなどの）ネット,名,,Program 0,Get Ready,17,,JHS,1,Sunshine English Course 1
uniform,制服，ユニフォーム,名,,Program 0,Get Ready,17,,JHS,1,Sunshine English Course 1
window,窓,名,Can we have a table by the window?,Program 0,Get Ready,17,,JHS,1,Sunshine English Course 1
yard,庭,名,"When you called me, I was in the yard.",Program 0,Get Ready,17,,JHS,1,Sunshine English Course 1
chat,おしゃべりをする,動,,Program 0,Get Ready,18,,JHS,1,Sunshine English Course 1
clear,澄んだ,形,"But she read out the first book's title in a good, clear voice. ",Program 0,Get Ready,18,,JHS,1,Sunshine English Course 1
fox,キツネ,名,"Next, a fox and many other animals came in.",Program 0,Get Ready,18,,JHS,1,Sunshine English Course 1
hear,聞く，聞こえる,動,I can hear the sound.,Program 0,Get Ready,18,,JHS,1,Sunshine English Course 1
lip,くちびる,名,,Program 0,Get Ready,18,,JHS,1,Sunshine English Course 1
ox,雄牛,名,,Program 0,Get Ready,18,,JHS,1,Sunshine English Course 1
pin,ピン，留め針,名,,Program 0,Get Ready,18,,JHS,1,Sunshine English Course 1
rain,雨,名,I hate the rain.,Program 0,Get Ready,18,,JHS,1,Sunshine English Course 1
spin,回転する,動,,Program 0,Get Ready,18,,JHS,1,Sunshine English Course 1
van,小型トラック，ワゴン車,名,,Program 0,Get Ready,18,,JHS,1,Sunshine English Course 1
fresh,新鮮な,形,I want fresh fruits.,Program 0,Get Ready,19,,JHS,1,Sunshine English Course 1
London,ロンドン（イギリスの首都）,名,Lucy lives in London.,Program 0,Get Ready,19,,JHS,1,Sunshine English Course 1
Lucy,ルーシー（女子の名）,名,Lucy lives in London.,Program 0,Get Ready,19,,JHS,1,Sunshine English Course 1
Mr.,〜さん，〜先生（男性に対する敬称）,名,"Thank you, Mr. Smith.",Program 0,Get Ready,19,,JHS,1,Sunshine English Course 1
point,点数，得点,名,,Program 0,Get Ready,19,,JHS,1,Sunshine English Course 1
ruby,ルビー,名,A ruby is red.,Program 0,Get Ready,19,,JHS,1,Sunshine English Course 1
Smith,スミス（姓）,名,"Thank you, Mr. Smith.",Program 0,Get Ready,19,,JHS,1,Sunshine English Course 1
Thank you.,ありがとう。,,"Thank you, Mr. Smith.",Program 0,Get Ready,19,,JHS,1,Sunshine English Course 1
they,彼ら［彼女ら，それら］は［が］,代,They are my brothers.,Program 0,Get Ready,19,,JHS,1,Sunshine English Course 1
Ben,ベン（男子の名）,名,I'm Ben.,Program 1,友だちを作ろう,22,,JHS,1,Sunshine English Course 1
be from ～,～の出身である,,Are you from the U.S.?,Program 1,友だちを作ろう,22,,JHS,1,Sunshine English Course 1
I'm,I am,,I'm Ben.,Program 1,友だちを作ろう,22,,JHS,1,Sunshine English Course 1
New Zealand,ニュージーランド,名,I'm from New Zealand.,Program 1,友だちを作ろう,22,,JHS,1,Sunshine English Course 1
oh,まあ，おお，ああ,間,"Oh, you are Ami.",Program 1,友だちを作ろう,22,,JHS,1,Sunshine English Course 1
U.S.,（theをつけて）アメリカ合衆国  U.S.A.（the United States of America）,名,Are you from the U.S.?,Program 1,友だちを作ろう,22,,JHS,1,Sunshine English Course 1
aren't,are not,,"No, there aren't.",Program 1,友だちを作ろう,23,,JHS,1,Sunshine English Course 1
Bob,ボブ（男子の名）,名,You are Bob.,Program 1,友だちを作ろう,23,,JHS,1,Sunshine English Course 1
Carol,キャロル（女子の名）,名,,Program 1,友だちを作ろう,23,,JHS,1,Sunshine English Course 1
firefighter,消防士,名,,Program 1,友だちを作ろう,23,,JHS,1,Sunshine English Course 1
friendly,親しみやすい,形,Thanks for talking.,Program 1,友だちを作ろう,23,,JHS,1,Sunshine English Course 1
John Lennon,ジョン・レノン（人名）（イギリスのミュージシャン）,名,"Hi, I'm John Lennon.",Program 1,友だちを作ろう,23,,JHS,1,Sunshine English Course 1
Kent,ケント（男子の名）,名,,Program 1,友だちを作ろう,23,,JHS,1,Sunshine English Course 1
Michael Jackson,マイケル・ジャクソン（人名）（アメリカのミュージシャン）,名,"Hi, I'm Michael Jackson.",Program 1,友だちを作ろう,23,,JHS,1,Sunshine English Course 1
pardon,許す,動,Pardon me?,Program 1,友だちを作ろう,23,,JHS,1,Sunshine English Course 1
Pardon me?,すみません。,,Pardon me?,Program 1,友だちを作ろう,23,,JHS,1,Sunshine English Course 1
Sherry,シェリー（女子の名）,名,,Program 1,友だちを作ろう,23,,JHS,1,Sunshine English Course 1
shy,恥ずかしがりの,形,I'm not shy.,Program 1,友だちを作ろう,23,,JHS,1,Sunshine English Course 1
student,生徒，学生,名,Are you a new student?,Program 1,友だちを作ろう,23,,JHS,1,Sunshine English Course 1
friendly,親しみやすい,形,Thanks for talking.,Program 1,友だちを作ろう,24,,JHS,1,Sunshine English Course 1
just,ちょうど，まさに,副,You're just like me.,Program 1,友だちを作ろう,24,,JHS,1,Sunshine English Course 1
Nice to meet you.,（初対面の人に）お会いできてうれしいです。,,Nice to meet you.,Program 1,友だちを作ろう,24,,JHS,1,Sunshine English Course 1
talk,話す,動,Thanks for talking.,Program 1,友だちを作ろう,24,,JHS,1,Sunshine English Course 1
Thanks for ～ .,～をありがとう。,,Thanks for talking.,Program 1,友だちを作ろう,24,,JHS,1,Sunshine English Course 1
you're,you are,,You're just like me.,Program 1,友だちを作ろう,24,,JHS,1,Sunshine English Course 1
Emily,エミリー（女子の名）,名,I'm Emily.,Program 1,友だちを作ろう,25,,JHS,1,Sunshine English Course 1
helpful,役に立つ,形,You're so helpful.,Program 1,友だちを作ろう,25,,JHS,1,Sunshine English Course 1
problem,問題,名,No problem. ,Program 1,友だちを作ろう,25,,JHS,1,Sunshine English Course 1
No problem.,どういたしまして。問題ありません。,,No problem. ,Program 1,友だちを作ろう,25,,JHS,1,Sunshine English Course 1
really,ほんとうに,副,"Oh, really?",Program 1,友だちを作ろう,25,,JHS,1,Sunshine English Course 1
student,生徒，学生,名,Are you a new student?,Program 1,友だちを作ろう,25,,JHS,1,Sunshine English Course 1
want to ～,～したい,,I want to go to the gym.,Program 1,友だちを作ろう,25,,JHS,1,Sunshine English Course 1
abracadabra,アブラカダブラ（魔法をかけるときの呪文）,間,Abracadabra. ,Program 1,友だちを作ろう,26,,JHS,1,Sunshine English Course 1
active,活発な,形,,Program 1,友だちを作ろう,26,,JHS,1,Sunshine English Course 1
an,１つの，１人の,冠,I have an apple for a snack.,Program 1,友だちを作ろう,26,,JHS,1,Sunshine English Course 1
angel,天使,名,,Program 1,友だちを作ろう,26,,JHS,1,Sunshine English Course 1
beast,けもの,名,,Program 1,友だちを作ろう,26,,JHS,1,Sunshine English Course 1
careful,注意深い,形,,Program 1,友だちを作ろう,26,,JHS,1,Sunshine English Course 1
cheerful,明るい，元気のよい,形,,Program 1,友だちを作ろう,26,,JHS,1,Sunshine English Course 1
fairy,妖精,名,,Program 1,友だちを作ろう,26,,JHS,1,Sunshine English Course 1
fan,ファン，熱烈な支持者,名,I'm a baseball fan.,Program 1,友だちを作ろう,26,,JHS,1,Sunshine English Course 1
funny,おかしな,形,Please tell me a funny story.,Program 1,友だちを作ろう,26,,JHS,1,Sunshine English Course 1
honest,正直な,形,,Program 1,友だちを作ろう,26,,JHS,1,Sunshine English Course 1
king,王,名,I'm a king.,Program 1,友だちを作ろう,26,,JHS,1,Sunshine English Course 1
of,〜の,前,What day of the week is it today?,Program 1,友だちを作ろう,26,,JHS,1,Sunshine English Course 1
polite,ていねいな，礼儀正しい,形,,Program 1,友だちを作ろう,26,,JHS,1,Sunshine English Course 1
prince,王子,名,,Program 1,友だちを作ろう,26,,JHS,1,Sunshine English Course 1
princess,王女,名,Is she a princess?,Program 1,友だちを作ろう,26,,JHS,1,Sunshine English Course 1
quiet,静かな，おとなしい,形,"Then, we have to be quiet.",Program 1,友だちを作ろう,26,,JHS,1,Sunshine English Course 1
serious,まじめな,形,"Those studies look silly at first, but they are all serious studies.",Program 1,友だちを作ろう,26,,JHS,1,Sunshine English Course 1
shy,恥ずかしがりの,形,I'm not shy.,Program 1,友だちを作ろう,26,,JHS,1,Sunshine English Course 1
smart,かしこい，頭の切れる,形,,Program 1,友だちを作ろう,26,,JHS,1,Sunshine English Course 1
superman,超人，スーパーマン,名,,Program 1,友だちを作ろう,26,,JHS,1,Sunshine English Course 1
Bob,ボブ（男子の名）,名,You are Bob.,Program 1,友だちを作ろう,27,,JHS,1,Sunshine English Course 1
dollar,ドル（アメリカ，カナダ，オーストラリア，ニュージーランドなどの貨幣単位）,名,"Six dollars and seventy cents, please.",World Web 1,数のの言い方,28,,JHS,1,Sunshine English Course 1
number,数字，番号,名,I think you have the wrong number.,World Web 1,数のの言い方,28,,JHS,1,Sunshine English Course 1
phone,電話,名,"Your phone number, please.",World Web 1,数のの言い方,28,,JHS,1,Sunshine English Course 1
Sam,サム（男子の名）,名,I'm Sam.,World Web 1,数のの言い方,28,,JHS,1,Sunshine English Course 1
thousand,"1,000（の）",名形,She believed she would get better by making a thousand paper cranes. ,World Web 1,数のの言い方,28,,JHS,1,Sunshine English Course 1
zero,ゼロ（の）,名形,,World Web 1,数のの言い方,28,,JHS,1,Sunshine English Course 1
an,１つの，２人の,冠,I have an apple for a snack.,Program 2,1-Bの生徒たち,30,,JHS,1,Sunshine English Course 1
climb,登る,動,Do you often climb mountains?,Program 2,1-Bの生徒たち,30,,JHS,1,Sunshine English Course 1
often,しばしば,副,Do you often climb mountains?,Program 2,1-Bの生徒たち,30,,JHS,1,Sunshine English Course 1
snack,軽食，おやつ,名,I have an apple for a snack.,Program 2,1-Bの生徒たち,30,,JHS,1,Sunshine English Course 1
weekend,週末,名,On weekends.,Program 2,1-Bの生徒たち,30,,JHS,1,Sunshine English Course 1
after,〜のあとに［で］,前,After school.,Program 2,1-Bの生徒たち,31,,JHS,1,Sunshine English Course 1
Ann,アン（女子の名）,名,,Program 2,1-Bの生徒たち,31,,JHS,1,Sunshine English Course 1
before,（時を表して）〜より前に,前,Before dinner.,Program 2,1-Bの生徒たち,31,,JHS,1,Sunshine English Course 1
bike,自転車,名,These are our bikes.,Program 2,1-Bの生徒たち,31,,JHS,1,Sunshine English Course 1
every day,毎日,,I play tennis every day.,Program 2,1-Bの生徒たち,31,,JHS,1,Sunshine English Course 1
dinner,夕食,名,Before dinner.,Program 2,1-Bの生徒たち,31,,JHS,1,Sunshine English Course 1
every,毎〜，〜ごとに,形,I play tennis every day.,Program 2,1-Bの生徒たち,31,,JHS,1,Sunshine English Course 1
grow,栽培する，育てる,動,,Program 2,1-Bの生徒たち,31,,JHS,1,Sunshine English Course 1
after school,放課後,,After school.,Program 2,1-Bの生徒たち,31,,JHS,1,Sunshine English Course 1
Daniel,ダニエル（男子の名）,名,"Do you draw pictures, Daniel?",Program 2,1-Bの生徒たち,32,,JHS,1,Sunshine English Course 1
draw,（絵を）描く,動,I draw pictures every day.,Program 2,1-Bの生徒たち,32,,JHS,1,Sunshine English Course 1
flip,（本などを）パラパラめくること,名,"Wow, flip books!",Program 2,1-Bの生徒たち,32,,JHS,1,Sunshine English Course 1
look at ～,～（のほう）を見る,,Look at my notebooks!,Program 2,1-Bの生徒たち,32,,JHS,1,Sunshine English Course 1
picture,絵，写真,名,I draw pictures every day.,Program 2,1-Bの生徒たち,32,,JHS,1,Sunshine English Course 1
wow,うわー,間,"Wow, flip books!  ",Program 2,1-Bの生徒たち,32,,JHS,1,Sunshine English Course 1
break,休憩,名,During lunch break.,Program 2,1-Bの生徒たち,33,,JHS,1,Sunshine English Course 1
during,〜の間に,前,During lunch break.,Program 2,1-Bの生徒たち,33,,JHS,1,Sunshine English Course 1
"Yes, let's.",そうしましょう。,,"Yes, let's.",Program 2,1-Bの生徒たち,33,,JHS,1,Sunshine English Course 1
very much,とても，非常に,,I like basketball very much.,Program 2,1-Bの生徒たち,33,,JHS,1,Sunshine English Course 1
question,質問,名,"Emily, I have a question for you.",Program 2,1-Bの生徒たち,33,,JHS,1,Sunshine English Course 1
sure,（Sure.で）いいですよ。［はい。］,副,,Program 2,1-Bの生徒たち,33,,JHS,1,Sunshine English Course 1
tomorrow,明日（は）,副,Let's play together tomorrow.,Program 2,1-Bの生徒たち,33,,JHS,1,Sunshine English Course 1
in the afternoon,午後に,,Some companies have introduced a short nap time early in the afternoon.,Program 2,1-Bの生徒たち,34,,JHS,1,Sunshine English Course 1
take a bath,ふろに入る,,You should take a bath 90 minutes before going to bed.  ,Program 2,1-Bの生徒たち,34,,JHS,1,Sunshine English Course 1
before,（時を表して）〜より前に,前,Before dinner.,Program 2,1-Bの生徒たち,34,,JHS,1,Sunshine English Course 1
dinner,夕食,名,Before dinner.,Program 2,1-Bの生徒たち,34,,JHS,1,Sunshine English Course 1
How about ～ ?,〜はどうですか。,,How about you?,Program 2,1-Bの生徒たち,34,,JHS,1,Sunshine English Course 1
in the morning,午前（中）に,,,Program 2,1-Bの生徒たち,34,,JHS,1,Sunshine English Course 1
night,夜,名,So I didn't eat dessert last night.,Program 2,1-Bの生徒たち,34,,JHS,1,Sunshine English Course 1
at night,夜は［に］,,They are beautiful at night too.,Program 2,1-Bの生徒たち,34,,JHS,1,Sunshine English Course 1
go shopping,買い物に行く,,,Program 2,1-Bの生徒たち,34,,JHS,1,Sunshine English Course 1
video game,テレビゲーム,名,,Program 2,1-Bの生徒たち,34,,JHS,1,Sunshine English Course 1
how's,how is,,How's the weather today?,World Web 2,曜日と天気の言い方,36,,JHS,1,Sunshine English Course 1
it's, it is,,It's Wednesday.,World Web 2,曜日と天気の言い方,36,,JHS,1,Sunshine English Course 1
of,〜の,前,What day of the week is it today?,World Web 2,曜日と天気の言い方,36,,JHS,1,Sunshine English Course 1
today,今日（は）,副,What day of the week is it today?,World Web 2,曜日と天気の言い方,36,,JHS,1,Sunshine English Course 1
week,週,名,What day of the week is it today?,World Web 2,曜日と天気の言い方,36,,JHS,1,Sunshine English Course 1
close,閉じる，閉める,動,He also had to close his office and leave the country in a month.,World Web 2,曜日と天気の言い方,38,,JHS,1,Sunshine English Course 1
open,開ける，開く,動,Then he opened his mouth very wide. ,World Web 2,曜日と天気の言い方,38,,JHS,1,Sunshine English Course 1
some,いくらかの，いくつかの,形,There's some garbage here.,World Web 2,曜日と天気の言い方,38,,JHS,1,Sunshine English Course 1
song,歌,名,"When everyone sang a song for me, I almost cried.  ",World Web 2,曜日と天気の言い方,38,,JHS,1,Sunshine English Course 1
touch,さわる,動,,World Web 2,曜日と天気の言い方,38,,JHS,1,Sunshine English Course 1
write,書く,動,He asked permission to write visas.  ,World Web 2,曜日と天気の言い方,38,,JHS,1,Sunshine English Course 1
roll,巻いたもの,名,Then I can make natto rolls for you.,Program 3,タレントショーを開こう,40,,JHS,1,Sunshine English Course 1
that's,that is,,That's nice.  ,Program 3,タレントショーを開こう,40,,JHS,1,Sunshine English Course 1
then,それでは，それなら,副,Then I can make natto rolls for you.,Program 3,タレントショーを開こう,40,,JHS,1,Sunshine English Course 1
any,（疑問文で）何か，いくつか,形,Can you see any animals?,Program 3,タレントショーを開こう,41,,JHS,1,Sunshine English Course 1
aunt,おば,名,My aunt bought me a nice bag.,Program 3,タレントショーを開こう,41,,JHS,1,Sunshine English Course 1
Chinese,中国語［人］,名,It is not easy for me to understand Chinese.,Program 3,タレントショーを開こう,41,,JHS,1,Sunshine English Course 1
cousin,いとこ,名,"
This is my cousin Jenny.",Program 3,タレントショーを開こう,41,,JHS,1,Sunshine English Course 1
guitar,ギター,名,I can play the guitar well.,Program 3,タレントショーを開こう,41,,JHS,1,Sunshine English Course 1
kilometer,キロメートル,名,Every morning he runs and walks 15 kilometers to school.,Program 3,タレントショーを開こう,41,,JHS,1,Sunshine English Course 1
omelet,オムレツ,名,My brother can make a delicious omelet.,Program 3,タレントショーを開こう,41,,JHS,1,Sunshine English Course 1
skate,スケートをする,動,,Program 3,タレントショーを開こう,41,,JHS,1,Sunshine English Course 1
ski,スキーをする,動,,Program 3,タレントショーを開こう,41,,JHS,1,Sunshine English Course 1
uncle,おじ,名,This is my uncle.  ,Program 3,タレントショーを開こう,41,,JHS,1,Sunshine English Course 1
classmate,級友，クラスメート,名,You can have a great time with your classmates.,Program 3,タレントショーを開こう,42,,JHS,1,Sunshine English Course 1
have fun at ～,～を楽しむ,,"Ken, let's practice hard and have fun at the show.",Program 3,タレントショーを開こう,42,,JHS,1,Sunshine English Course 1
guitar,ギター,名,I can play the guitar well.,Program 3,タレントショーを開こう,42,,JHS,1,Sunshine English Course 1
perform,行う，演じる,動,You can perform together.,Program 3,タレントショーを開こう,42,,JHS,1,Sunshine English Course 1
show,見せ物，番組，ショー,名,Let's have a talent show.,Program 3,タレントショーを開こう,42,,JHS,1,Sunshine English Course 1
talent,才能のある人，タレント,名,Let's have a talent show.,Program 3,タレントショーを開こう,42,,JHS,1,Sunshine English Course 1
have a great time,すばらしい時を過ごす,,You can have a great time with your classmates.,Program 3,タレントショーを開こう,42,,JHS,1,Sunshine English Course 1
with,〜といっしょに,前,You can have a great time with your classmates.,Program 3,タレントショーを開こう,42,,JHS,1,Sunshine English Course 1
American,アメリカ（人）の,形,I often watch an American talent show on TV.Really?,Program 3,タレントショーを開こう,43,,JHS,1,Sunshine English Course 1
dancer,ダンサー,名,"Do you know the Japanese dancer, EBIKEN?",Program 3,タレントショーを開こう,43,,JHS,1,Sunshine English Course 1
basilisk,バシリスク（動物の名）,名,,Program 3,タレントショーを開こう,44,,JHS,1,Sunshine English Course 1
catch,つかまえる,動,He can catch a ball.,Program 3,タレントショーを開こう,44,,JHS,1,Sunshine English Course 1
change,変える,動,The boarding time was changed from 10:30 to 11:10.,Program 3,タレントショーを開こう,44,,JHS,1,Sunshine English Course 1
from ～ to ...,～から…へ［まで］,,The boarding gate was changed from 25 to 64.,Program 3,タレントショーを開こう,44,,JHS,1,Sunshine English Course 1
keep,守る,動,My robot can keep my secrets.,Program 3,タレントショーを開こう,44,,JHS,1,Sunshine English Course 1
koala,コアラ,名,Koalas and kangaroos are so cute.,Program 3,タレントショーを開こう,44,,JHS,1,Sunshine English Course 1
octopus,タコ,名,It has a small piece of octopus in it.,Program 3,タレントショーを開こう,44,,JHS,1,Sunshine English Course 1
robot,ロボット,名,My robot can keep my secrets.,Program 3,タレントショーを開こう,44,,JHS,1,Sunshine English Course 1
secret,秘密,名,My robot can keep my secrets.,Program 3,タレントショーを開こう,44,,JHS,1,Sunshine English Course 1
their,彼ら［彼女ら，それら］の,代, I watch their games on T V.,Program 3,タレントショーを開こう,44,,JHS,1,Sunshine English Course 1
cannot,〜できない,助,Tom cannot run as fast as Ken.,Program 3,タレントショーを開こう,45,,JHS,1,Sunshine English Course 1
everyone,みなさん，だれも，みな,代,"Hello, everyone.  ",Program 3,タレントショーを開こう,46,,JHS,1,Sunshine English Course 1
J-pop,ジェーポップ（日本人が作詞・作曲したポピュラー音楽の総称）,名,,Program 3,タレントショーを開こう,46,,JHS,1,Sunshine English Course 1
love,大好きである，愛する,動,I love soccer.,Program 3,タレントショーを開こう,46,,JHS,1,Sunshine English Course 1
midfielder,（サッカーで）中盤の選手，ミッドフィールダー,名,I'm a midfielder. ,Program 3,タレントショーを開こう,46,,JHS,1,Sunshine English Course 1
their,彼ら［彼女ら，それら］の,代, I watch their games on T V.,Program 3,タレントショーを開こう,46,,JHS,1,Sunshine English Course 1
concert,コンサート,名,I go to her concerts with my father.,Program 3,タレントショーを開こう,48,,JHS,1,Sunshine English Course 1
her,彼女の,代,I go to her concerts with my father.,Program 3,タレントショーを開こう,48,,JHS,1,Sunshine English Course 1
idol,アイドル,名,I like idols.,Program 3,タレントショーを開こう,48,,JHS,1,Sunshine English Course 1
Lucky,ラッキー（犬の名）,名,"Their names are Shiro, Pochi, and Lucky.",Program 3,タレントショーを開こう,48,,JHS,1,Sunshine English Course 1
Can I ～ ?,～してもよいですか。,,"Can I have a cheeseburger, a small French fries, and a medium orange juice, please? ",POWER-UP 1,ハンバーガショップへ行こう,52,,JHS,1,Sunshine English Course 1
cent,セント （アメリカ，カナダ，オーストラリア，ニュージーランドなどの貨幣単位）,名,"Six dollars and seventy cents, please.",POWER-UP 1,ハンバーガショップへ行こう,52,,JHS,1,Sunshine English Course 1
cheeseburger,チーズバーガー,名,"Can I have a cheeseburger, a small French fries, and a medium orange juice, please?",POWER-UP 1,ハンバーガショップへ行こう,52,,JHS,1,Sunshine English Course 1
clerk,店員,名,,POWER-UP 1,ハンバーガショップへ行こう,52,,JHS,1,Sunshine English Course 1
cola,コーラ（飲み物の名）,名,,POWER-UP 1,ハンバーガショップへ行こう,52,,JHS,1,Sunshine English Course 1
dollar,ドル（アメリカ，カナダ，オーストラリア，ニュージーランドなどの貨幣単位）,名,"Six dollars and seventy cents, please.",POWER-UP 1,ハンバーガショップへ行こう,52,,JHS,1,Sunshine English Course 1
For here or to go?,こちらでめしあがりますか，お持ち帰りになりますか。,,"Hi, for here or to go?",POWER-UP 1,ハンバーガショップへ行こう,52,,JHS,1,Sunshine English Course 1
ginger ale,ジンジャーエール（飲み物の名）,名,,POWER-UP 1,ハンバーガショップへ行こう,52,,JHS,1,Sunshine English Course 1
Here you are.,はい，どうぞ。,,Here you are.,POWER-UP 1,ハンバーガショップへ行こう,52,,JHS,1,Sunshine English Course 1
large,大きい，広い,形,,POWER-UP 1,ハンバーガショップへ行こう,52,,JHS,1,Sunshine English Course 1
meal,食事,名,,POWER-UP 1,ハンバーガショップへ行こう,52,,JHS,1,Sunshine English Course 1
medium,中間（の）,名形,"Can I have a cheeseburger, a small French fries, and a medium orange juice, please?  ",POWER-UP 1,ハンバーガショップへ行こう,52,,JHS,1,Sunshine English Course 1
How much ～ ?,〜はいくらですか。,,How much is it?,POWER-UP 1,ハンバーガショップへ行こう,52,,JHS,1,Sunshine English Course 1
or,または，それとも，〜か,接,"Hi, for here or to go?",POWER-UP 1,ハンバーガショップへ行こう,52,,JHS,1,Sunshine English Course 1
pie,パイ（肉や果物などを練り粉で包んで焼いた料理・菓子）,名,,POWER-UP 1,ハンバーガショップへ行こう,52,,JHS,1,Sunshine English Course 1
size,大きさ，サイズ,名,,POWER-UP 1,ハンバーガショップへ行こう,52,,JHS,1,Sunshine English Course 1
culture,文化,名,Let's Enjoy Japanese Culture.,Program 4,Let’s Enjoy Japanese Culture.,53,,JHS,1,Sunshine English Course 1
android,アンドロイド，人造人間,名,"She is an android, Chihira Aiko.",Program 4,Let’s Enjoy Japanese Culture.,54,,JHS,1,Sunshine English Course 1
bird,鳥,名,Is that a bird?,Program 4,Let’s Enjoy Japanese Culture.,54,,JHS,1,Sunshine English Course 1
drone,ドローン,名,A drone?,Program 4,Let’s Enjoy Japanese Culture.,54,,JHS,1,Sunshine English Course 1
isn't,is not,,"No, it isn't. ",Program 4,Let’s Enjoy Japanese Culture.,54,,JHS,1,Sunshine English Course 1
person,人，個人,名,She is like a real person.,Program 4,Let’s Enjoy Japanese Culture.,54,,JHS,1,Sunshine English Course 1
real,本物の,形,She is like a real person.,Program 4,Let’s Enjoy Japanese Culture.,54,,JHS,1,Sunshine English Course 1
smile,ほほえむ，笑う,動,She can speak and smile.,Program 4,Let’s Enjoy Japanese Culture.,54,,JHS,1,Sunshine English Course 1
