english,japanese,POS,phrase,unit,part,page,status,level,grade,textbook
fruit,果物,"果物,野菜",,Unit 5,What do you like?,,es_word,ES,3,Let's Try 3
orange,オレンジ,"果物,野菜",,Unit 5,What do you like?,,es_word,ES,3,Let's Try 3
grape,葡萄,"果物,野菜",,Unit 5,What do you like?,,es_word,ES,3,Let's Try 3
pineapple,パイナップル,"果物,野菜",,Unit 5,What do you like?,,es_word,ES,3,Let's Try 3
peach,桃,"果物,野菜",,Unit 5,What do you like?,,es_word,ES,3,Let's Try 3
melon,メロン,"果物,野菜",,Unit 5,What do you like?,,es_word,ES,3,Let's Try 3
banana,バナナ,"果物,野菜",,Unit 5,What do you like?,,es_word,ES,3,Let's Try 3
kiwi fruit,キウイ,"果物,野菜",,Unit 5,What do you like?,,es_word,ES,3,Let's Try 3
lemon,レモン,"果物,野菜",,Unit 5,What do you like?,,es_word,ES,3,Let's Try 3
A-Z,A-Z,大文字,,Unit 6,ALPHABET,,es_word,ES,3,Let's Try 3
card,カード,文字,,Unit 6,ALPHABET,,es_word,ES,3,Let's Try 3
alphabet,アルファベット,文字,,Unit 6,ALPHABET,,es_word,ES,3,Let's Try 3
please,お願いします,文字,,Unit 6,ALPHABET,,es_word,ES,3,Let's Try 3
here,ここ,文字,,Unit 6,ALPHABET,,es_word,ES,3,Let's Try 3
thank,ありがとう,文字,,Unit 6,ALPHABET,,es_word,ES,3,Let's Try 3
welcome,ようこそ,文字,,Unit 6,ALPHABET,,es_word,ES,3,Let's Try 3
0,0,数 (0),,Unit 6,ALPHABET,,es_word,ES,3,Let's Try 3
book,本,文字,,Unit 6,ALPHABET,,es_word,ES,3,Let's Try 3
drum,ドラム,文字,,Unit 6,ALPHABET,,es_word,ES,3,Let's Try 3
fish,魚,文字,,Unit 6,ALPHABET,,es_word,ES,3,Let's Try 3
gorilla,ゴリラ,文字,,Unit 6,ALPHABET,,es_word,ES,3,Let's Try 3
hat,帽子,文字,,Unit 6,ALPHABET,,es_word,ES,3,Let's Try 3
ink,インク,文字,,Unit 6,ALPHABET,,es_word,ES,3,Let's Try 3
jet,ジェット,文字,,Unit 6,ALPHABET,,es_word,ES,3,Let's Try 3
king,王様,文字,,Unit 6,ALPHABET,,es_word,ES,3,Let's Try 3
monkey,猿,文字,,Unit 6,ALPHABET,,es_word,ES,3,Let's Try 3
notebook,ノート,文字,,Unit 6,ALPHABET,,es_word,ES,3,Let's Try 3
pig,豚,文字,,Unit 6,ALPHABET,,es_word,ES,3,Let's Try 3
queen,女王,文字,,Unit 6,ALPHABET,,es_word,ES,3,Let's Try 3
rabbit,うさぎ,文字,,Unit 6,ALPHABET,,es_word,ES,3,Let's Try 3
sun,太陽,文字,,Unit 6,ALPHABET,,es_word,ES,3,Let's Try 3
tree,木,文字,,Unit 6,ALPHABET,,es_word,ES,3,Let's Try 3
umbrella,傘,文字,,Unit 6,ALPHABET,,es_word,ES,3,Let's Try 3
violin,バイオリン,文字,,Unit 6,ALPHABET,,es_word,ES,3,Let's Try 3
watch,時計,文字,,Unit 6,ALPHABET,,es_word,ES,3,Let's Try 3
box,箱,文字,,Unit 6,ALPHABET,,es_word,ES,3,Let's Try 3
yacht,ヨット,文字,,Unit 6,ALPHABET,,es_word,ES,3,Let's Try 3
this,これ,-,,Unit 7,This is for you.,,es_word,ES,3,Let's Try 3
what,何,-,,Unit 7,This is for you.,,es_word,ES,3,Let's Try 3
a,一つ,-,,Unit 7,This is for you.,,es_word,ES,3,Let's Try 3
star,星,形,,Unit 7,This is for you.,,es_word,ES,3,Let's Try 3
here,ここ,-,,Unit 7,This is for you.,,es_word,ES,3,Let's Try 3
for,のため,-,,Unit 7,This is for you.,,es_word,ES,3,Let's Try 3
thank,ありがとう,-,,Unit 7,This is for you.,,es_word,ES,3,Let's Try 3
you,あなた,-,,Unit 7,This is for you.,,es_word,ES,3,Let's Try 3
welcome,ようこそ,-,,Unit 7,This is for you.,,es_word,ES,3,Let's Try 3
is,です,-,,Unit 7,This is for you.,,es_word,ES,3,Let's Try 3
do,する,-,,Unit 7,This is for you.,,es_word,ES,3,Let's Try 3
are,です,-,,Unit 7,This is for you.,,es_word,ES,3,Let's Try 3
big,大きい,"気持ち,状態",,Unit 7,This is for you.,,es_word,ES,3,Let's Try 3
small,小さい,"気持ち,状態",,Unit 7,This is for you.,,es_word,ES,3,Let's Try 3
square,四角形,形,,Unit 7,This is for you.,,es_word,ES,3,Let's Try 3
rectangle,長方形,形,,Unit 7,This is for you.,,es_word,ES,3,Let's Try 3
heart,ハート,形,,Unit 7,This is for you.,,es_word,ES,3,Let's Try 3
diamond,ダイヤモンド,形,,Unit 7,This is for you.,,es_word,ES,3,Let's Try 3
bus,バス,-,,Unit 7,This is for you.,,es_word,ES,3,Let's Try 3
flower,花,-,,Unit 7,This is for you.,,es_word,ES,3,Let's Try 3
dog,犬,動物,,Unit 7,This is for you.,,es_word,ES,3,Let's Try 3
cat,猫,動物,,Unit 7,This is for you.,,es_word,ES,3,Let's Try 3
panda,パンダ,動物,,Unit 7,This is for you.,,es_word,ES,3,Let's Try 3
mouse,ネズミ,動物,,Unit 7,This is for you.,,es_word,ES,3,Let's Try 3
bear,クマ,動物,,Unit 7,This is for you.,,es_word,ES,3,Let's Try 3
please,お願いします,-,,Unit 7,This is for you.,,es_word,ES,3,Let's Try 3
what's,これは,-,,Unit 8,What's this?,,es_word,ES,3,Let's Try 3
this,ヒント,-,,Unit 8,What's this?,,es_word,ES,3,Let's Try 3
hint,それ,-,,Unit 8,What's this?,,es_word,ES,3,Let's Try 3
it,果物,-,,Unit 8,What's this?,,es_word,ES,3,Let's Try 3
fruit,緑の,-,,Unit 8,What's this?,,es_word,ES,3,Let's Try 3
green,メロン,-,,Unit 8,What's this?,,es_word,ES,3,Let's Try 3
a,それ,-,,Unit 8,What's this?,,es_word,ES,3,Let's Try 3
melon,正しい,-,,Unit 8,What's this?,,es_word,ES,3,Let's Try 3
that,象,-,,Unit 8,What's this?,,es_word,ES,3,Let's Try 3
right,虎,-,,Unit 8,What's this?,,es_word,ES,3,Let's Try 3
elephant,フクロウ,動物,,Unit 8,What's this?,,es_word,ES,3,Let's Try 3
tiger,アライグマ,動物,,Unit 8,What's this?,,es_word,ES,3,Let's Try 3
owl,トンボ,動物,,Unit 8,What's this?,,es_word,ES,3,Let's Try 3
raccoon dog,バッタ,動物,,Unit 8,What's this?,,es_word,ES,3,Let's Try 3
dragonfly,クモ,昆虫,,Unit 8,What's this?,,es_word,ES,3,Let's Try 3
grasshopper,ガ,昆虫,,Unit 8,What's this?,,es_word,ES,3,Let's Try 3
spider,巣,昆虫,,Unit 8,What's this?,,es_word,ES,3,Let's Try 3
moth,誰,昆虫,,Unit 8,What's this?,,es_word,ES,3,Let's Try 3
nest,あなた,-,,Unit 8,What's this?,,es_word,ES,3,Let's Try 3
who,はい,-,,Unit 9,Who are you?,,es_word,ES,3,Let's Try 3
are,私,-,,Unit 9,Who are you?,,es_word,ES,3,Let's Try 3
you,いいえ,-,,Unit 9,Who are you?,,es_word,ES,3,Let's Try 3
yes,誰,-,,Unit 9,Who are you?,,es_word,ES,3,Let's Try 3
I,私,-,,Unit 9,Who are you?,,es_word,ES,3,Let's Try 3
am,犬,-,,Unit 9,Who are you?,,es_word,ES,3,Let's Try 3
no,誰,-,,Unit 9,Who are you?,,es_word,ES,3,Let's Try 3
who,ヒント,-,,Unit 9,Who are you?,,es_word,ES,3,Let's Try 3
I,牛,-,,Unit 9,Who are you?,,es_word,ES,3,Let's Try 3
am,ドラゴン,-,,Unit 9,Who are you?,,es_word,ES,3,Let's Try 3
a,蛇,-,,Unit 9,Who are you?,,es_word,ES,3,Let's Try 3
dog,馬,-,,Unit 9,Who are you?,,es_word,ES,3,Let's Try 3
who,羊,-,,Unit 9,Who are you?,,es_word,ES,3,Let's Try 3
hint,鶏,-,,Unit 9,Who are you?,,es_word,ES,3,Let's Try 3
cow,イノシシ,動物,,Unit 9,Who are you?,,es_word,ES,3,Let's Try 3
dragon,長い,動物,,Unit 9,Who are you?,,es_word,ES,3,Let's Try 3
snake,光沢のある,動物,,Unit 9,Who are you?,,es_word,ES,3,Let's Try 3
horse,恐ろしい,動物,,Unit 9,Who are you?,,es_word,ES,3,Let's Try 3
sheep,丸い,動物,,Unit 9,Who are you?,,es_word,ES,3,Let's Try 3
chicken,ふわふわの,動物,,Unit 9,Who are you?,,es_word,ES,3,Let's Try 3
wild boar,頭,動物,,Unit 9,Who are you?,,es_word,ES,3,Let's Try 3
long,目,"気持ち,状態",,Unit 9,Who are you?,,es_word,ES,3,Let's Try 3
shiny,耳,"気持ち,状態",,Unit 9,Who are you?,,es_word,ES,3,Let's Try 3
scary,鼻,"気持ち,状態",,Unit 9,Who are you?,,es_word,ES,3,Let's Try 3
round,口,"気持ち,状態",,Unit 9,Who are you?,,es_word,ES,3,Let's Try 3
furry,肩,"気持ち,状態",,Unit 9,Who are you?,,es_word,ES,3,Let's Try 3
head,膝,身体の部位,,Unit 9,Who are you?,,es_word,ES,3,Let's Try 3
eyes,足の指,身体の部位,,Unit 9,Who are you?,,es_word,ES,3,Let's Try 3
ears,いいえ,身体の部位,,Unit 9,Who are you?,,es_word,ES,3,Let's Try 3
nose,こんにちは,身体の部位,,Unit 9,Who are you?,,es_word,ES,3,Let's Try 3
mouth,良い,身体の部位,,Unit 9,Who are you?,,es_word,ES,3,Let's Try 3
shoulders,おはよう,身体の部位,,Unit 9,Who are you?,,es_word,ES,3,Let's Try 3
knees,午後,身体の部位,,Unit 9,Who are you?,,es_word,ES,3,Let's Try 3
toes,夜,身体の部位,,Unit 9,Who are you?,,es_word,ES,3,Let's Try 3
not,私,-,,Unit 9,Who are you?,,es_word,ES,3,Let's Try 3
hello,いちご,挨拶,,Unit 1,"Hello, world!",,es_word,ES,4,Let's Try 4
good,さようなら,挨拶,,Unit 1,"Hello, world!",,es_word,ES,4,Let's Try 4
morning,またね,時間帯,,Unit 1,"Hello, world!",,es_word,ES,4,Let's Try 4
afternoon,遊ぶ,時間帯,,Unit 1,"Hello, world!",,es_word,ES,4,Let's Try 4
night,カード,時間帯,,Unit 1,"Hello, world!",,es_word,ES,4,Let's Try 4
I,私,挨拶,,Unit 1,"Hello, world!",,es_word,ES,4,Let's Try 4
like,好き,挨拶,,Unit 1,"Hello, world!",,es_word,ES,4,Let's Try 4
strawberries,いちご,食べ物,,Unit 1,"Hello, world!",,es_word,ES,4,Let's Try 4
goodbye,さようなら,挨拶,,Unit 1,"Hello, world!",,es_word,ES,4,Let's Try 4
see,見る,挨拶,,Unit 1,"Hello, world!",,es_word,ES,4,Let's Try 4
you,あなた,挨拶,,Unit 1,"Hello, world!",,es_word,ES,4,Let's Try 4
let’s,一緒に,動作,,Unit 2,Let’s (play cards).,,es_word,ES,4,Let's Try 4
play,遊ぶ,動作,,Unit 2,Let’s (play cards).,,es_word,ES,4,Let's Try 4
cards,カード,遊び,,Unit 2,Let’s (play cards).,,es_word,ES,4,Let's Try 4
yes,はい,動作,,Unit 2,Let’s (play cards).,,es_word,ES,4,Let's Try 4
sorry,ごめんなさい,動作,,Unit 2,Let’s (play cards).,,es_word,ES,4,Let's Try 4
stand,立つ,動作,,Unit 2,Let’s (play cards).,,es_word,ES,4,Let's Try 4
sit,座る,動作,,Unit 2,Let’s (play cards).,,es_word,ES,4,Let's Try 4
stop,止まる,動作,,Unit 2,Let’s (play cards).,,es_word,ES,4,Let's Try 4
walk,歩く,動作,,Unit 2,Let’s (play cards).,,es_word,ES,4,Let's Try 4
jump,跳ぶ,動作,,Unit 2,Let’s (play cards).,,es_word,ES,4,Let's Try 4
run,走る,動作,,Unit 2,Let’s (play cards).,,es_word,ES,4,Let's Try 4
turn,回る,動作,,Unit 2,Let’s (play cards).,,es_word,ES,4,Let's Try 4
around,周り,動作,,Unit 2,Let’s (play cards).,,es_word,ES,4,Let's Try 4
up,上,動作,,Unit 2,Let’s (play cards).,,es_word,ES,4,Let's Try 4
down,下,動作,,Unit 2,Let’s (play cards).,,es_word,ES,4,Let's Try 4
on,上に,動作,,Unit 2,Let’s (play cards).,,es_word,ES,4,Let's Try 4
right,右,動作,,Unit 2,Let’s (play cards).,,es_word,ES,4,Let's Try 4
left,左,動作,,Unit 2,Let’s (play cards).,,es_word,ES,4,Let's Try 4
let’s,一緒に,動作,,Unit 2,Let’s (play cards).,,es_word,ES,4,Let's Try 4
hand,手,身体の部位,,Unit 2,Let’s (play cards).,,es_word,ES,4,Let's Try 4
leg,足,身体の部位,,Unit 2,Let’s (play cards).,,es_word,ES,4,Let's Try 4
tag,追いかける,遊び,,Unit 2,Let’s (play cards).,,es_word,ES,4,Let's Try 4
jump rope,縄跳び,遊び,,Unit 2,Let’s (play cards).,,es_word,ES,4,Let's Try 4
bingo,ビンゴ,遊び,,Unit 2,Let’s (play cards).,,es_word,ES,4,Let's Try 4
game,ゲーム,遊び,,Unit 2,Let’s (play cards).,,es_word,ES,4,Let's Try 4
outside,外,場所,,Unit 2,Let’s (play cards).,,es_word,ES,4,Let's Try 4
inside,内,場所,,Unit 2,Let’s (play cards).,,es_word,ES,4,Let's Try 4
monday,月曜日,曜日,,Unit 2,Let’s (play cards).,,es_word,ES,4,Let's Try 4
tuesday,火曜日,曜日,,Unit 2,Let’s (play cards).,,es_word,ES,4,Let's Try 4
wednesday,水曜日,曜日,,Unit 2,Let’s (play cards).,,es_word,ES,4,Let's Try 4
thursday,木曜日,曜日,,Unit 2,Let’s (play cards).,,es_word,ES,4,Let's Try 4
friday,金曜日,曜日,,Unit 2,Let’s (play cards).,,es_word,ES,4,Let's Try 4
saturday,土曜日,曜日,,Unit 2,Let’s (play cards).,,es_word,ES,4,Let's Try 4
sunday,日曜日,曜日,,Unit 2,Let’s (play cards).,,es_word,ES,4,Let's Try 4
day,日,曜日,,Unit 3,I like Mondays.,,es_word,ES,4,Let's Try 4
monday,月曜日,曜日,,Unit 3,I like Mondays.,,es_word,ES,4,Let's Try 4
tuesday,火曜日,曜日,,Unit 3,I like Mondays.,,es_word,ES,4,Let's Try 4
wednesday,水曜日,曜日,,Unit 3,I like Mondays.,,es_word,ES,4,Let's Try 4
thursday,木曜日,曜日,,Unit 3,I like Mondays.,,es_word,ES,4,Let's Try 4
friday,金曜日,曜日,,Unit 3,I like Mondays.,,es_word,ES,4,Let's Try 4
saturday,土曜日,曜日,,Unit 3,I like Mondays.,,es_word,ES,4,Let's Try 4
sunday,日曜日,曜日,,Unit 3,I like Mondays.,,es_word,ES,4,Let's Try 4
mushroom,きのこ,"果物,野菜",,Unit 3,I like Mondays.,,es_word,ES,4,Let's Try 4
watermelon,スイカ,"果物,野菜",,Unit 3,I like Mondays.,,es_word,ES,4,Let's Try 4
soup,スープ,飲食物,,Unit 3,I like Mondays.,,es_word,ES,4,Let's Try 4
pie,パイ,飲食物,,Unit 3,I like Mondays.,,es_word,ES,4,Let's Try 4
sandwich,サンドイッチ,飲食物,,Unit 3,I like Mondays.,,es_word,ES,4,Let's Try 4
fresh,新鮮な,飲食物,,Unit 3,I like Mondays.,,es_word,ES,4,Let's Try 4
time,時間,"生活日課,時間",,Unit 4,What time is it?,,es_word,ES,4,Let's Try 4
it,それ,"生活日課,時間",,Unit 4,What time is it?,,es_word,ES,4,Let's Try 4
is,です,"生活日課,時間",,Unit 4,What time is it?,,es_word,ES,4,Let's Try 4
what,何,"生活日課,時間",,Unit 4,What time is it?,,es_word,ES,4,Let's Try 4
home,家,"生活日課,時間",,Unit 4,What time is it?,,es_word,ES,4,Let's Try 4
work,仕事,"生活日課,時間",,Unit 4,What time is it?,,es_word,ES,4,Let's Try 4
how,どう,"生活日課,時間",,Unit 4,What time is it?,,es_word,ES,4,Let's Try 4
about,〜はどう？,"生活日課,時間",,Unit 4,What time is it?,,es_word,ES,4,Let's Try 4
you,あなた,"生活日課,時間",,Unit 4,What time is it?,,es_word,ES,4,Let's Try 4
up,上,"生活日課,時間",,Unit 4,What time is it?,,es_word,ES,4,Let's Try 4
breakfast,朝食,"生活日課,時間",,Unit 4,What time is it?,,es_word,ES,4,Let's Try 4
study,勉強,"生活日課,時間",,Unit 4,What time is it?,,es_word,ES,4,Let's Try 4
lunch,昼食,"生活日課,時間",,Unit 4,What time is it?,,es_word,ES,4,Let's Try 4
dinner,夕食,"生活日課,時間",,Unit 4,What time is it?,,es_word,ES,4,Let's Try 4
homework,宿題,"生活日課,時間",,Unit 4,What time is it?,,es_word,ES,4,Let's Try 4
bath,風呂,"生活日課,時間",,Unit 4,What time is it?,,es_word,ES,4,Let's Try 4
bed,ベッド,"生活日課,時間",,Unit 4,What time is it?,,es_word,ES,4,Let's Try 4
dream,夢,"生活日課,時間",,Unit 4,What time is it?,,es_word,ES,4,Let's Try 4
forty,四十,数字,,Unit 4,What time is it?,,es_word,ES,4,Let's Try 4
fifth,五番目,数字,,Unit 4,What time is it?,,es_word,ES,4,Let's Try 4
sixty,六十,数字,,Unit 4,What time is it?,,es_word,ES,4,Let's Try 4
a.m.,午前,"生活日課,時間",,Unit 4,What time is it?,,es_word,ES,4,Let's Try 4
p.m.,午後,"生活日課,時間",,Unit 4,What time is it?,,es_word,ES,4,Let's Try 4
do,する,-,,Unit 5,Do you have a pen?,,es_word,ES,4,Let's Try 4
you,あなた,-,,Unit 5,Do you have a pen?,,es_word,ES,4,Let's Try 4
have,持っている,-,,Unit 5,Do you have a pen?,,es_word,ES,4,Let's Try 4
a,一つ,-,,Unit 5,Do you have a pen?,,es_word,ES,4,Let's Try 4
pen,ペン,身の回りの物,,Unit 5,Do you have a pen?,,es_word,ES,4,Let's Try 4
yes,はい,-,,Unit 5,Do you have a pen?,,es_word,ES,4,Let's Try 4
I,持っています,-,,Unit 5,Do you have a pen?,,es_word,ES,4,Let's Try 4
